loan_id,amount,duration,payments,frequency,balance_mean,balance_max,balance_min,balance_std,last_balance,last_trans,reached_negative_balance,credit_mean,credit_count,credit_max,credit_min,withdrawal_mean,withdrawal_count,withdrawal_max,withdrawal_min,withdrawal_std,unknown_mean,unknown_sum,unknown_std,payment_statement_sum,payment_statement_count,ins_payment_mean,ins_payment_sum,ins_payment_count,sanctions_mean,sanctions_sum,sanctions_count,sanctions_std,CC,CC_mean,CC_max,CC_std,CC_min,CAB,CAB_mean,CAB_min,IC,IC_mean,IC_sum,IC_max,IC_std,IC_min,WC,WC_mean,WC_max,RAB,RAB_mean,RAB_sum,RAB_max,RAB_std,CCW,CCW_mean,CCW_sum,CCW_max,CCW_std,CCW_min,mean_trans_profit,total_ops,credit_ratio,withdrawal_ratio,last_max_balance_ratio,ratio_CC,ratio_WC,ratio_RAB,ratio_CCW,ratio_IC,owner_count,owner_gender,card_type,has_card,region,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,ratio of urban inhabitants ,average salary ,ratio entrepeneurs,criminality_growth,days_since_last_transaction,owner_age_on_loan,max_value_in_account_to_loan_ratio,account_age_months,withdrawal_per_month,salary_from_month_records,expected_month_income,actual_month_income,expected_income_to_payments_ratio,log_credit_min,log_sanctions_std,log_CAB_mean,log_max_value_in_account_to_loan_ratio,status
5314,96396,12,8033,2,12250.0,20100.0,1100.0,8330.8663014919,20100.0,3300.0,1.0,5025.0,4,9900.0,1100.0,0.0,0.0,0.0,0.0,0.0,5025.0,20100.0,3774.8068383251966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5025.0,9900.0,3774.8068383251966,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5025.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,-1.0,-1.0,7,15,13,8,2,0.818,9650,0.1,-0.0019090410496561618,15,45.986301369863014,0.20851487613593925,3.5,0.0,5025.0,804.1666666666666,5025.0,0.10010788829412008,7.003247260441357,0.0,0.0,0.11317804364539194,-1
5316,165960,36,4610,1,52083.85945945945,120512.8,700.0,29122.059453945632,52208.9,-3419.0,1.0,13523.158823529411,17,36574.0,2.9,-8884.24,20.0,-14.6,-54300.0,14074.800607969737,2608.8333333333335,62612.0,22249.10335011409,-43.8,3.0,-956.0,-2868.0,3.0,0.0,0.0,0.0,0.0,12,19087.583333333332,36574.0,13044.711944680763,700.0,0.0,0.0,0.0,5.0,168.54000000000002,842.7,303.4,114.79021299745025,2.9,12.0,-13018.816666666668,-14.6,8.0,-2682.375,-21459.0,-956.0,1462.7363728398127,0.0,0.0,0.0,0.0,0.0,0.0,4638.918823529411,37.0,0.4594594594594595,0.5405405405405406,0.433222860974104,0.32432432432432434,0.32432432432432434,0.21621621621621623,0.0,0.13513513513513514,1,0,-1.0,-1.0,2,48,20,7,3,0.735,8369,0.117,-0.0020938877995546053,2,24.986301369863014,0.7261557001687153,4.933333333333334,-1800.8594594594592,4638.918823529411,350.1666666666667,4291.668823529411,0.07595806218365872,1.1314021114911004,0.0,0.0,0.49315366125507815,1
6863,127080,60,2118,1,30060.954166666666,49590.4,800.0,11520.184451043691,20272.8,-12000.0,1.0,5009.733333333334,15,19065.0,48.6,-6097.0,9.0,-66.0,-14800.0,5390.565972140588,1966.7142857142858,27534.0,10647.755107775763,0.0,0.0,-66.0,-66.0,1.0,0.0,0.0,0.0,0.0,2,2250.0,3700.0,2050.609665440988,800.0,5.0,13981.0,12710.0,8.0,92.625,741.0,139.8,32.23187198144985,48.6,6.0,-7733.333333333333,-1700.0,3.0,-2824.3333333333335,-8473.0,-66.0,4431.462324485376,0.0,0.0,0.0,0.0,0.0,0.0,-1087.2666666666664,24.0,0.625,0.375,0.40880492998644896,0.08333333333333333,0.25,0.125,0.0,0.3333333333333333,1,0,-1.0,-1.0,2,85,19,6,1,0.535,8390,0.132,0.0005390351271224508,7,57.19178082191781,0.39022977651872837,5.666666666666667,-1075.9411764705883,-1087.2666666666664,37.833333333333336,-1748.6,0.01786276361347183,3.8877303128591016,0.0,9.54552606707193,0.26355293804518454,1
5325,105804,36,2939,1,41297.48,65898.5,1000.0,14151.260443037101,34307.3,178.1,1.0,9254.6,13,26448.0,132.8,-7168.099999999999,12.0,-14.6,-15600.0,4919.096434028584,2969.25,47508.0,13937.959427405434,-29.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2450.0,3900.0,2050.609665440988,1000.0,6.0,19101.333333333332,17632.0,5.0,160.36,801.8000000000001,201.3,29.481231317568806,132.8,10.0,-7202.920000000001,-14.6,2.0,-6994.0,-13988.0,-6994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2086.500000000001,25.0,0.52,0.48,0.5206082080775739,0.08,0.4,0.08,0.0,0.2,1,1,-1.0,-1.0,5,69,27,10,1,0.748,10045,0.135,-0.0017390227705052733,3,53.323287671232876,0.6228356205814525,6.166666666666667,-1162.3945945945945,2086.500000000001,254.25,1503.6666666666674,0.08650901667233753,4.890349128221754,0.0,9.857565770622166,0.42797781047957845,1
7240,274740,60,4579,2,57188.211111111115,122893.1,600.0,25256.6658167142,41112.9,-30.0,1.0,21255.93076923077,13,63366.0,77.1,-16801.0,14.0,-30.0,-36700.0,13981.92493625527,2266.0,40788.0,33727.841553861,-60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,600.0,600.0,0.0,600.0,6.0,45764.333333333336,42244.0,6.0,190.1833333333333,1141.1,254.8,61.991270890881616,77.1,11.0,-19587.272727272728,-30.0,3.0,-6584.666666666667,-19754.0,-756.0,5047.773403524898,0.0,0.0,0.0,0.0,0.0,0.0,4454.93076923077,27.0,0.48148148148148145,0.5185185185185185,0.334541971843822,0.037037037037037035,0.4074074074074074,0.1111111111111111,0.0,0.2222222222222222,1,0,-1.0,-1.0,6,38,36,5,1,0.505,8288,0.11,-0.0011790135586559245,6,15.008219178082191,0.4473069083497125,6.8,-2470.7352941176473,4454.93076923077,627.6666666666666,4391.93076923077,0.13707505277717114,4.3476939555933765,0.0,10.731282169378792,0.30647192696387243,1
6687,87840,24,3660,1,46318.552941176466,65847.8,500.0,20670.977382163066,43847.8,-22000.0,1.0,7331.9857142857145,14,32938.0,51.3,-19600.0,3.0,-15200.0,-22000.0,3815.7568056677824,4735.0,42615.0,20964.204200255255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1300.0,2100.0,1131.370849898476,500.0,4.0,24703.75,21959.0,8.0,154.10000000000002,1232.8000000000002,270.2,80.86267017957935,51.3,3.0,-19600.0,-15200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12268.014285714286,17.0,0.8235294117647058,0.17647058823529413,0.6658962030622132,0.11764705882352941,0.17647058823529413,0.0,0.0,0.47058823529411764,2,1,-1.0,-1.0,1,61,22,1,1,0.413,8598,0.123,0.005155690732738636,4,13.583561643835617,0.7496334244080146,4.133333333333334,-4741.935483870967,-12268.014285714286,716.5,-12268.014285714286,0.19576502732240436,3.9415818076696905,0.0,10.114750811819622,0.5073896328955373,1
7284,52788,12,4399,1,22198.179069767444,41469.1,1000.0,6652.642956340848,21029.0,1900.0,1.0,4304.038095238095,21,11427.0,43.9,-3152.536363636363,22.0,-14.6,-17920.0,3848.8507743710493,774.6551724137931,22465.0,6550.4628095810485,-43.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,6410.928571428572,11427.0,2970.803115043413,1000.0,0.0,0.0,0.0,7.0,90.25714285714287,631.8000000000001,121.6,25.0015904256014,43.9,14.0,-4064.5571428571425,-14.6,8.0,-1556.5,-12452.0,-506.0,1123.0317385160072,0.0,0.0,0.0,0.0,0.0,0.0,1151.5017316017315,43.0,0.4883720930232558,0.5116279069767442,0.5071004675770634,0.32558139534883723,0.32558139534883723,0.18604651162790697,0.0,0.16279069767441862,1,0,-1.0,-1.0,5,22,16,7,1,0.519,9045,0.124,0.0005782706306551466,4,20.59178082191781,0.7855781617034174,8.133333333333333,-387.6069299552906,1151.5017316017315,711.5833333333334,1109.3350649350648,0.16176024854133517,3.7864597824528,0.0,0.0,0.5287998627042325,1
6111,174744,24,7281,1,37485.456249999996,105628.0,1000.0,28302.653142986746,58140.9,40175.0,1.0,13374.849999999999,16,47436.0,77.8,-9741.05,16.0,-14.6,-52600.0,13510.314466707772,3796.85,75937.0,23788.257127978966,-43.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,19377.272727272728,47436.0,16555.2435384739,1000.0,0.0,0.0,0.0,5.0,169.51999999999998,847.5999999999999,345.3,108.75544584065666,77.8,16.0,-9741.050000000001,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3633.7999999999993,32.0,0.5,0.5,0.550430756996251,0.34375,0.5,0.0,0.0,0.15625,1,1,-1.0,-1.0,7,25,21,6,2,0.8,8991,0.128,0.0006117305449295695,3,45.14794520547945,0.6044728288238795,5.433333333333334,-1792.831288343558,3633.7999999999993,361.75,3246.2999999999993,0.04968410932564208,4.356708826689592,0.0,0.0,0.41593625825156727,-1
7235,154416,48,3217,2,46715.80000000001,81723.5,8897.0,20286.965558464442,53402.7,-2600.0,1.0,11408.987500000001,16,39098.0,13.6,-8071.3125,16.0,-30.0,-19200.0,6991.378011224491,2390.9545454545455,52601.0,17389.91749337549,-120.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,18162.2,39098.0,12481.90283570578,400.0,0.0,0.0,0.0,6.0,153.63333333333333,921.8,234.2,77.79986289619454,13.6,16.0,-8071.3125,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3337.675000000001,32.0,0.5,0.5,0.6534558603094581,0.3125,0.5,0.0,0.0,0.1875,1,1,-1.0,-1.0,5,60,13,2,1,0.653,8968,0.131,0.002404560177654564,5,24.4027397260274,0.5292424360169931,5.866666666666666,-1375.791903409091,3337.675000000001,747.3333333333334,3337.675000000001,0.2323075328981453,2.6246685921631587,0.0,0.0,0.3650311313044648,1
5997,117024,24,4876,1,44131.16923076922,76985.2,800.0,19844.247591152816,53193.5,208.3,1.0,13154.833333333334,9,29255.0,45.1,-16300.0,4.0,-2100.0,-24000.0,9971.626413646538,5846.666666666667,52620.0,23657.63222514037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,800.0,800.0,0.0,800.0,4.0,29255.0,29255.0,4.0,143.375,573.5,208.3,71.54986023745958,45.1,4.0,-16300.0,-2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3145.166666666666,13.0,0.6923076923076923,0.3076923076923077,0.6909574827369417,0.07692307692307693,0.3076923076923077,0.0,0.0,0.3076923076923077,1,0,-1.0,-1.0,5,69,27,10,1,0.748,10045,0.135,-0.0017390227705052733,4,58.12876712328767,0.6578582171178562,4.566666666666666,-3569.3430656934306,-3145.166666666666,837.0833333333334,-3145.166666666666,0.17167418649165983,3.8133070324889884,0.0,10.283839959829217,0.45054977095311943,1
