"Id","Predicted"
5895,0.002179120231795289
7122,0.7955425648520277
6173,0.0019128508746168406
6142,0.0019128508746168406
5358,0.024171697547063435
6095,0.002179120231795289
6878,0.1408848682697505
6554,0.13331272672221545
6793,0.12343676686593023
7286,0.0024948067974818544
6076,0.06510765092503185
5134,0.002382072409979665
5419,0.45337062937062933
6255,0.5194700370398015
5656,0.1116092366613282
6934,0.042171697547063444
6028,0.0020781401308151877
6490,0.08492751563991252
6415,0.134851188260677
7087,0.002618680671355729
5420,0.08517760323027827
5977,0.25742320014079073
6824,0.8948288770053476
5207,0.06453626040743882
7115,0.022000037777945035
7250,0.06747798667297111
6010,0.0651836023089682
6088,0.5390967593988312
5682,0.029588644504793576
7201,0.029588644504793576
6938,0.022511914217536972
6875,0.13880463997193163
5953,0.21533352568889783
5942,0.0014732904350564008
5382,0.024073836591217534
6377,0.0035059355733165123
5931,0.1799431495760034
5992,0.0014732904350564008
5790,0.22288251313545054
6753,0.3244761285377911
6562,0.12425298124915965
7046,0.1988340235461654
5868,0.001784641490264243
5784,0.10880680651335238
5878,0.002618680671355729
5110,0.002253202334907058
5210,0.04507083677645953
7230,0.026836124535089368
5005,0.06264457250104502
6871,0.09269657568593738
5363,0.9754538770053476
7253,0.0215361942852953
6055,0.303
5072,0.27187969080762076
6913,0.04518873400591575
6386,0.043035347338022396
5634,0.0425354901559363
5758,0.2977581141474758
6819,0.34129739118056407
7088,0.0019128508746168406
5039,0.0014732904350564008
5532,0.0019128508746168406
6037,0.0230353473380224
6322,0.06618193927206446
6887,0.12319166421141514
6660,0.0033464261161770294
5451,0.09062414566360316
6014,0.0018899571017230677
5556,0.04225320233490706
6346,0.24023991028655722
5850,0.02685343353259689
5940,0.013941297911048825
7119,0.0819219778381269
5253,0.6770630315913757
6851,0.6176470588235294
6695,0.12128268719652374
6908,0.08447978704792401
7255,0.005060827016306161
5674,0.04769319799779097
6278,0.08271951482391554
5486,0.2857020080759577
5174,0.04122484323008746
6621,0.0026756002967787042
6313,0.05317693390761382
6435,0.294006877346572
6970,0.005352785777944556
6310,0.13588330109115493
5932,0.09001216612143628
6877,0.0027749975447484577
6763,0.003928382039042043
7085,0.3034927712349642
7049,0.0019128508746168406
6959,0.8354118077621915
5214,0.002476298989500362
6350,0.11145303016754193
5063,0.7080193821523744
5041,0.06348820375140513
5086,0.04543676686593023
6942,0.002179120231795289
5270,0.11131702654862426
6705,0.19251858797547564
7051,0.047199489082662006
6758,0.14550935988472577
6249,0.04277303097940303
