"Id","Predicted"
6173,2.1219469897520682E-5
5889,0.0021095384430858135
6705,0.008731563531572423
5036,0.1358580442431473
7115,0.46366844092957654
6605,0.2807691237019915
6095,0.007500967342642257
6075,0.7261245940167949
7049,0.0024340642866144636
7250,0.050577629669588994
6875,0.07486255801836762
5773,0.16860850558635068
5365,0.6879758741851859
5358,0.44589231025904436
5674,0.08810338765512805
5042,0.2868793851571657
5589,0.15395458609709592
5384,0.08440210826867486
5878,1.990826347387954E-5
6655,0.03582052977174226
6926,1.960083317402311E-4
5520,2.2394398937571706E-4
5956,0.15681191831693628
5140,0.06189439952631244
6346,0.4400809917252217
6913,0.005868716859508493
6014,0.014487240039970812
5117,0.04503762983593315
5419,0.3366829676586138
5719,0.07758477193278975
6377,0.02502257310133475
6763,0.32247536308292996
5332,0.0011792698939111159
6562,0.007046098170566138
6962,0.6388641141029159
5343,0.004722808157730235
5823,0.2742529923993021
6450,1.3074913684616235E-4
5501,0.2176965961290564
5556,0.2449009719421627
6766,0.027202227518536688
6338,0.027859323082666747
6821,0.24656098543367624
6310,0.03062877132908342
5760,0.010172322434596714
5491,0.1503053983980162
6468,0.08873581569651981
7129,2.9024741263405896E-4
7277,0.02040984885098467
7264,0.14617688666387157
6234,0.012944140245920286
7172,0.009037940860483396
6791,0.05558419968073298
7051,0.004289256964233444
7037,0.009114996281838034
7181,0.5803117760444115
5782,0.013929847904279194
6948,0.3155515371334597
5644,1.0298124594966998E-4
6168,0.036348738119560284
5334,0.031266435579845445
5930,0.008393025528003544
5210,0.025455915025105656
5428,0.28940739048943614
6059,0.21050554665735052
6569,0.06528210793022536
5110,0.11800555702328468
5681,0.2116524712993221
5698,0.04381022688164671
6037,0.0020017370299824457
7139,2.312208960626078E-4
5976,0.04244677085184223
6113,0.0014128893250004338
5046,0.4044601901410976
5942,7.009508036974942E-4
6959,0.532609320703172
7147,0.09877940994408317
5086,0.0360254480894482
5447,0.10384685263701254
5377,0.10399043860049582
5158,0.10592298083413897
7085,0.04800523847590012
6612,0.3426273142222017
6490,0.1436099614903794
6758,0.1390804276411971
5015,0.03965962072494875
5346,0.11857155473482921
6727,0.16604795727706997
5147,0.21071388365198945
6386,0.01131087516798775
6824,0.4365104197235567
7122,0.17657108269623462
7067,0.04285099557590854
6621,0.014401210077117518
6435,0.16148647266703872
6695,0.34915071383969204
5389,0.11010330993357763
6872,0.5108842526249121
7286,8.983758121159458E-4
5992,0.0033495033016641973
6196,0.13518607017572926
6278,0.007136486549254807
6052,0.04521183127215511
5354,9.761198010502448E-4
5830,0.002418662343858921
5265,0.6113001165740543
6790,0.3479536938426589
5895,0.0018564223254276327
6207,0.022148181903946906
5172,0.01023909189642633
6665,0.002882122021318426
6908,0.3287138355528038
6541,0.003340875699927393
6942,0.11863521929952921
6688,0.18408002128205472
6923,0.046770399362734326
5368,0.05349161342753885
5041,1.0533386501157733E-4
6104,0.045196326087673974
6643,8.402651149217047E-4
6083,0.09992751659698572
6819,0.03708895102835535
5293,0.00668879214059635
5718,1.5937181849903084E-4
5758,0.5658860867017766
5360,1.265818395043542E-5
5229,0.037904752996233596
5236,0.21625477980887198
6755,0.41448832018565096
5363,0.0660656867157876
5634,2.6520278582101007E-4
5850,0.08039787001144387
6857,3.6763489824949414E-5
7035,0.021351642149752992
7253,0.032545920997045716
6544,1.271209764781394E-4
7202,0.11122666367274214
5683,0.06752433522217566
7167,0.020512960126052377
5486,0.4184589458069558
6028,5.531821423229121E-4
6320,0.06151498722344011
6239,0.6945243819121327
5338,0.03362506747905614
5287,0.04894275766342154
5154,0.10065830573208626
5815,0.05894545821881078
6677,0.03289514416541961
5061,0.27524274279556354
6868,0.7488920488263702
6242,0.20102796090469197
6118,0.02940176895190972
5532,0.028113916898850705
6878,0.04160148774205507
6442,0.0026519837909714126
5790,0.16970260023821027
5643,0.501369105376253
5862,0.005164814343843079
4986,0.003604262681859529
5656,0.12319322586423462
